"Name","Status","Description","References","Phase","Votes","Comments"
CVE-1999-0067,Entry,"phf CGI program allows remote command execution through shell metacharacters.","AUSCERT:AA-96.01   |   BID:629   |   URL:http://www.securityfocus.com/bid/629   |   BUGTRAQ:19960923 PHF Attacks - Fun and games for the whole family   |   CERT:CA-1996-06   |   URL:http://www.cert.org/advisories/CA-1996-06.html   |   OSVDB:136   |   URL:http://www.osvdb.org/136   |   XF:http-cgi-phf",,"",""
CVE-1999-0068,Entry,"CGI PHP mylog script allows an attacker to read any file on the target server.","BID:713   |   URL:http://www.securityfocus.com/bid/713   |   BUGTRAQ:19971019 Vulnerability in PHP Example Logging Scripts   |   OSVDB:3396   |   URL:http://www.osvdb.org/3396   |   XF:http-cgi-php-mylog",,"",""
CVE-1999-0069,Entry,"Solaris ufsrestore buffer overflow.","OSVDB:8158   |   URL:http://www.osvdb.org/8158   |   SUN:00169   |   URL:http://sunsolve.sun.com/pub-cgi/retrieve.pl?doctype=coll&doc=secbull/169   |   XF:sun-ufsrestore",,"",""
CVE-1999-0070,Entry,"test-cgi program allows an attacker to list files on the server.","MLIST:[httpd-users] 20200814 [users@httpd] CVE NIST discrepancies   |   URL:https://lists.apache.org/thread.html/rc5d27fc1e76dc5650e1a3f1db1de403120f4c2d041cb7352850455c2@%3Cusers.httpd.apache.org%3E   |   XF:http-cgi-test",,"",""
CVE-1999-0071,Entry,"Apache httpd cookie buffer overflow for versions 1.1.1 and earlier.","MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0071   |   NAI:NAI-2   |   XF:http-apache-cookie",,"",""
CVE-1999-0072,Entry,"Buffer overflow in AIX xdat gives root access to local users.","ERS:ERS-SVA-E01-1997:004.1   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0072   |   XF:ibm-xdat",,"",""
CVE-1999-0073,Entry,"Telnet allows a remote client to specify environment variables including LD_LIBRARY_PATH, allowing an attacker to bypass the normal system libraries and gain root access.","CERT:CA-95:14.Telnetd_Environment_Vulnerability   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0073   |   XF:linkerbug",,"",""
CVE-1999-0074,Entry,"Listening TCP ports are sequentially allocated, allowing spoofing attacks.","MISC:https://www.cve.org/CVERecord?id=CVE-1999-0074   |   XF:seqport",,"",""
CVE-1999-0075,Entry,"PASV core dump in wu-ftpd daemon when attacker uses a QUOTE PASV command after specifying a username and password.","BUGTRAQ:19961016 Re: ftpd bug? Was: bin/1805: Bug in ftpd   |   OSVDB:5742   |   URL:http://www.osvdb.org/5742   |   XF:ftp-pasvcore",,"",""
CVE-1999-0076,Candidate,"Buffer overflow in wu-ftp from PASV command causes a core dump.","MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0076   |   XF:ftp-args",Modified (19990925),"   ACCEPT(3) Baker, Frech, Ozancin  |     NOOP(1) Balinsky  |     REVIEWING(1) Christey","Balinsky> Don't know what this is.  Is this the LIST Core dump vulnerability?  |    Christey> Need to add more references and details."
CVE-1999-0077,Entry,"Predictable TCP sequence numbers allow spoofing.","XF:tcp-seq-predict(139)   |   URL:https://exchange.xforce.ibmcloud.com/vulnerabilities/139",,"",""
CVE-1999-0078,Candidate,"pcnfsd (aka rpc.pcnfsd) allows local users to change file permissions, or execute arbitrary commands through arguments in the RPC call.","CERT:CA-96.08.pcnfsd   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0078   |   XF:rpc-pcnfsd",Modified (19990621),"   ACCEPT(5) Collins, Frech, Landfield, Northcutt, Shostack  |     NOOP(1) Baker  |     RECAST(1) Christey","Christey> This candidate should be SPLIT, since there are two separate  |    software flaws.  One is a symlink race and the other is a  |    shell metacharacter problem.  |    Christey> The permissions part of this vulnerability appears to  |    overlap with CVE-1999-0353  |    Christey> SGI:20020802-01-I"
CVE-1999-0079,Entry,"Remote attackers can cause a denial of service in FTP by issuing multiple PASV commands, causing the server to run out of available ports.","MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0079   |   XF:ftp-pasv-dos   |   XF:ftp-pasvdos",,"",""
CVE-1999-0080,Entry,"Certain configurations of wu-ftp FTP server 2.4 use a _PATH_EXECPATH setting to a directory with dangerous commands, such as /bin, which allows remote authenticated users to gain root access via the ""site exec"" command.","BUGTRAQ:19950531 SECURITY: problem with some wu-ftpd-2.4 binaries (fwd)   |   CERT:CA-95:16.wu-ftpd.vul   |   MISC:https://archive.nanog.org/mailinglist/mailarchives/old_archive/1995-11/msg00385.html   |   XF:ftp-execdotdot",,"",""
CVE-1999-0081,Entry,"wu-ftp allows files to be overwritten via the rnfr command.","MISC:https://www.cve.org/CVERecord?id=CVE-1999-0081   |   XF:ftp-rnfr",,"",""
CVE-1999-0082,Entry,"CWD ~root command in ftpd allows root access.","FARMERVENEMA:Improving the Security of Your Site by Breaking Into it   |   URL:http://www.alw.nih.gov/Security/Docs/admin-guide-to-cracking.101.html   |   XF:ftp-cwd",,"",""
CVE-1999-0083,Entry,"getcwd() file descriptor leak in FTP.","MISC:https://www.cve.org/CVERecord?id=CVE-1999-0083   |   XF:cwdleak",,"",""
CVE-1999-0084,Entry,"Certain NFS servers allow users to use mknod to gain privileges by creating a writable kmem device and setting the UID to 0.","XF:nfs-mknod(78)   |   URL:https://exchange.xforce.ibmcloud.com/vulnerabilities/78",,"",""
CVE-1999-0085,Entry,"Buffer overflow in rwhod on AIX and other operating systems allows remote attackers to execute arbitrary code via a UDP packet with a long hostname.","BUGTRAQ:19960821 rwhod buffer overflow   |   XF:rwhod(119)   |   URL:https://exchange.xforce.ibmcloud.com/vulnerabilities/119   |   XF:rwhod-vuln(118)   |   URL:https://exchange.xforce.ibmcloud.com/vulnerabilities/118",,"",""
CVE-1999-0086,Candidate,"AIX routed allows remote users to modify sensitive files.","ERS:ERS-SVA-E01-1998:001.1   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0086   |   XF:ibm-routed",Interim (19990630),"   ACCEPT(2) Northcutt, Shostack  |     MODIFY(2) Frech, Prosser  |     NOOP(1) Baker  |     REJECT(1) Christey","Frech> Reference: XF:ibm-routed  |    Prosser> This vulnerability allows debug mode to be turned on which is  |    the problem.  Should this be more specific in the description? This  |    one also affects SGI OSes, ref SGI Security Advisory 19981004-PX which  |    is in the SGI cluster, shouldn't these be cross-referenced as the same  |    vuln affects multiple OSes.  |    Christey> This appears to be subsumed by CVE-1999-0215"
CVE-1999-0087,Entry,"Denial of service in AIX telnet can freeze a system and prevent users from accessing the server.","ERS:ERS-SVA-E01-1998:003.1   |   OSVDB:7992   |   URL:http://www.osvdb.org/7992   |   XF:ibm-telnetdos",,"",""
CVE-1999-0088,Candidate,"IRIX and AIX automountd services (autofsd) allow remote users to execute root commands.","ERS:ERS-SVA-E01-1998:004.1   |   URL:http://www-1.ibm.com/services/brs/brspwhub.nsf/advisories/852567CC004F9038852566BF007B6393/$file/ERS-SVA-E01-1998_004_1.txt",Proposed (19990617),"   ACCEPT(2) Northcutt, Shostack  |     MODIFY(2) Frech, Prosser  |     RECAST(1) Baker  |     REVIEWING(1) Christey","Frech> ERS (and other references, BTW) explicitly stipulate 'local and  |    remote'.  |    Reference: XF:irix-autofsd  |    Prosser> Include the SGI Alert as well since it is mentioned in the  |    description.  |    SGI Security Advisory 19981005-01-PX  |    Christey> DUPE CVE-1999-0210?  |    Christey> ADDREF CIAC:J-014  |    Baker> It does look very similar to 1999-0210.  Perhaps they should be a single entry"
CVE-1999-0089,Candidate,"Buffer overflow in AIX libDtSvc library can allow local users to gain root access.","ERS:ERS-SVA-E01-1997:005.1   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0089   |   XF:ibm-libDtSvc",Interim (19990630),"   ACCEPT(2) Northcutt, Shostack  |     MODIFY(2) Frech, Prosser  |     RECAST(1) Baker  |     REVIEWING(1) Christey","Frech> Reference: XF:ibm-libDtSvc  |    Prosser> The overflow is in the dtaction utility.  Also affects  |    dtaction in the CDE on versions of SunOS (SUN 164). Probably should be  |    specific.  |    Christey> Same Codebase as CVE-1999-0121, so the two entries should be  |    merged."
CVE-1999-0090,Entry,"Buffer overflow in AIX rcp command allows local users to obtain root access.","ERS:ERS-SVA-E01-1997:005.1   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0090   |   XF:ibm-rcp",,"",""
CVE-1999-0091,Entry,"Buffer overflow in AIX writesrv command allows local users to obtain root access.","ERS:ERS-SVA-E01-1997:005.1   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0091   |   XF:ibm-writesrv",,"",""
CVE-1999-0092,Candidate,"Various vulnerabilities in the AIX portmir command allows local users to obtain root access.","ERS:ERS-SVA-E01-1997:006.1   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0092",Proposed (19990623),"   ACCEPT(2) Baker, Bollinger  |     MODIFY(1) Frech  |     NOOP(1) Ozancin","Frech> XF:ibm-portmir"
CVE-1999-0093,Entry,"AIX nslookup command allows local users to obtain root access by not dropping privileges correctly.","ERS:ERS-SVA-E01-1997:008.1   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0093   |   XF:ibm-nslookup",,"",""
CVE-1999-0094,Entry,"AIX piodmgrsu command allows local users to gain additional group privileges.","ERS:ERS-SVA-E01-1997:007.1   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0094   |   XF:ibm-piodmgrsu",,"",""
CVE-1999-0095,Entry,"The debug command in Sendmail is enabled, allowing attackers to execute commands as root.","BID:1   |   URL:http://www.securityfocus.com/bid/1   |   CERT:CA-88.01   |   CERT:CA-93.14   |   FULLDISC:20190611 The Return of the WIZard: RCE in Exim (CVE-2019-10149)   |   URL:http://seclists.org/fulldisclosure/2019/Jun/16   |   MLIST:[oss-security] 20190605 Re: CVE-2019-10149: Exim 4.87 to 4.91: possible remote exploit   |   URL:http://www.openwall.com/lists/oss-security/2019/06/05/4   |   MLIST:[oss-security] 20190606 Re: CVE-2019-10149: Exim 4.87 to 4.91: possible remote exploit   |   URL:http://www.openwall.com/lists/oss-security/2019/06/06/1   |   OSVDB:195   |   URL:http://www.osvdb.org/195   |   XF:smtp-debug",,"",""
CVE-1999-0096,Entry,"Sendmail decode alias can be used to overwrite sensitive files.","CERT:CA-93.16   |   CERT:CA-95.05   |   CIAC:A-13   |   CIAC:A-14   |   SUN:00122   |   URL:http://sunsolve.sun.com/pub-cgi/retrieve.pl?doctype=coll&doc=secbull/122&type=0&nav=sec.sba   |   XF:smtp-dcod",,"",""
CVE-1999-0097,Entry,"The AIX FTP client can be forced to execute commands from a malicious server through shell metacharacters (e.g. a pipe character).","ERS:ERS-SVA-E01-1997:009.1   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0097   |   XF:ibm-ftp",,"",""
CVE-1999-0098,Candidate,"Buffer overflow in SMTP HELO command in Sendmail allows a remote attacker to hide activities.","MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0098   |   XF:smtp-helo-bo",Proposed (19990726),"   MODIFY(2) Baker, Frech  |     NOOP(1) Wall  |     REVIEWING(1) Christey","Frech> (Accept XF reference.)  |    Our references do not mention hiding activities. This issue can crash the  |    SMTP server or execute arbitrary byte-code. Is there another reference  |    available?  |    Christey> Should this be merged with CVE-1999-0284, which is Sendmail  |    with SMTP HELO?  |    Christey> BUGTRAQ:19980522 about sendmail 8.8.8 HELO hole  |    http://marc.theaimsgroup.com/?l=bugtraq&m=90221101925991&w=2  |    BUGTRAQ:19980527 about sendmail 8.8.8 HELO hole  |    http://marc.theaimsgroup.com/?l=bugtraq&m=90221101926003&w=2  |    Baker> Apparently this XF reference is not for this issue, but for the other issue.  This should be modified to have the Bugtraq references, and remove the XF reference."
CVE-1999-0099,Entry,"Buffer overflow in syslog utility allows local or remote attackers to gain root privileges.","CERT:CA-95.13.syslog.vul   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0099   |   XF:smtp-syslog",,"",""
CVE-1999-0100,Entry,"Remote access in AIX innd 1.5.1, using control messages.","ERS:ERS-SVA-E01-1997:002.1   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0100   |   XF:inn-controlmsg",,"",""
CVE-1999-0101,Entry,"Buffer overflow in AIX and Solaris ""gethostbyname"" library call allows root access through corrupt DNS host names.","CIAC:H-13   |   URL:http://ciac.llnl.gov/ciac/bulletins/h-13.shtml   |   ERS:ERS-SVA-E01-1996:007.1   |   ERS:ERS-SVA-E01-1997:001.1   |   NAI:NAI-1   |   SUN:00137a   |   XF:ghbn-bo",,"",""
CVE-1999-0102,Entry,"Buffer overflow in SLmail 3.x allows attackers to execute commands using a large FROM line.","MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0102   |   XF:slmail-fromheader-overflow",,"",""
CVE-1999-0103,Entry,"Echo and chargen, or other combinations of UDP services, can be used in tandem to flood the server, a.k.a. UDP bomb or UDP packet storm.","CERT:CA-96.01.UDP_service_denial   |   MISC:https://ics-cert.us-cert.gov/advisories/ICSMA-18-233-01   |   XF:chargen   |   XF:chargen-patch   |   XF:echo",,"",""
CVE-1999-0104,Candidate,"A later variation on the Teardrop IP denial of service attack, a.k.a. Teardrop-2.","BID:80175   |   URL:http://www.securityfocus.com/bid/80175   |   CERT:CA-97.28.Teardrop_Land   |   OVAL:oval:org.mitre.oval:def:5743   |   URL:https://oval.cisecurity.org/repository/search/definition/oval%3Aorg.mitre.oval%3Adef%3A5743   |   XF:teardrop-mod",Modified (20180822),"   ACCEPT(2) Frech, Wall  |     REVIEWING(1) Christey","Wall> Another reference is Microsoft Knowledge Base Q179129.  |    Christey> Not sure how many separate ""instances"" of Teardrop there are.  |    See: CVE-1999-0015, CVE-1999-0104, CVE-1999-0257, CVE-1999-0258  |    Christey> See the SCO advisory at:  |    http://www.securityfocus.com/templates/advisory.html?id=1411  |    which may further clarify the issue.  |    Christey> MSKB:Q179129  |    http://support.microsoft.com/support/kb/articles/q179/1/29.asp  |    Christey> MSKB:Q179129  |    http://support.microsoft.com/support/kb/articles/q179/1/29.asp  |    Note that the hotfix name is teardrop2, but the keywords  |    included in the KB article specifically name bonk  |    (CVE-1999-0258) and boink.  |    Since teardrop2 was fixed in a slightly different version  |    (at least in a separate patch) than Teardrop, CD:SF-LOC  |    suggests keeping them separate.  |    Christey> Add period to the end of the description."
CVE-1999-0105,Candidate,"finger allows recursive searches by using a long string of @ symbols.","MISC:https://www.cve.org/CVERecord?id=CVE-1999-0105",Proposed (19990726),"   MODIFY(3) Baker, Frech, Shostack  |     NOOP(1) Christey  |     REJECT(1) Northcutt","Shostack> fingerD  |    Frech> XF:finger-bomb  |    Christey> aka redirection or forwarding requests? (but then might  |    overlap CVE-1999-0106)  |    Baker> should change description to indicate the recursive searching can consume enough system resources to cause a DoS."
CVE-1999-0106,Candidate,"Finger redirection allows finger bombs.","MISC:https://www.cve.org/CVERecord?id=CVE-1999-0106",Proposed (19990726),"   ACCEPT(1) Northcutt  |     MODIFY(2) Frech, Shostack  |     RECAST(1) Baker  |     REVIEWING(1) Christey","Shostack> fingerd allows redirection  |    This is a larger modification, since there are two applications of the   |    vulnerability, one that I can finger anonymously, and the other that I   |    can finger bomb anonymously.  |    Frech> XF:finger-bomb  |    Christey> need more refs  |    Baker> This should be merged with 1999-0105"
CVE-1999-0107,Candidate,"Buffer overflow in Apache 1.2.5 and earlier allows a remote attacker to cause a denial of service with a large number of GET requests containing a large number of / characters.","BUGTRAQ:19971230 Apache DoS attack?   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0107   |   XF:apache-dos",Modified (19991223),"   ACCEPT(1) Baker  |     MODIFY(1) Frech  |     NOOP(3) Northcutt, Shostack, Wall  |     REVIEWING(1) Levy  |     REVOTE(1) Christey","Wall> - Although this is probably the phf hack.  |    Frech> XF:apache-dos  |    Christey> This sounds like the incident reported in:  |    NTBUGTRAQ:20000810 Apache Distributed Denial of Service  |    Levy> I belive this is the problem where sending lot of HTTP headers to apache resulted on a denial of service.  |    BUGTRAQ: http://www.securityfocus.com/archive/1/10228  |    BUGTRAQ: http://www.securityfocus.com/archive/1/10516"
CVE-1999-0108,Entry,"The printers program in IRIX has a buffer overflow that gives root access to local users.","BUGTRAQ:19970527 another day, another buffer overflow....   |   URL:http://seclists.org/bugtraq/1997/May/191   |   XF:printers-bo",,"",""
CVE-1999-0109,Entry,"Buffer overflow in ffbconfig in Solaris 2.5.1.","AUSCERT:AA-97.06   |   SUN:00140   |   URL:http://sunsolve.sun.com/pub-cgi/retrieve.pl?doctype=coll&doc=secbull/140   |   XF:ffbconfig-bo",,"",""
CVE-1999-0110,Candidate,"** REJECT **  DO NOT USE THIS CANDIDATE NUMBER.  ConsultIDs: CVE-1999-0315.  Reason: This candidate's original description had a typo that delayed it from being detected as a duplicate of CVE-1999-0315.  Notes: All CVE users should reference CVE-1999-0315 instead of this candidate.  All references and descriptions in this candidate have been removed to prevent accidental usage.","",Interim (19990810),"   MODIFY(1) Frech  |     NOOP(4) Levy, Northcutt, Shostack, Wall  |     REJECT(3) Baker, Christey, Dik","Frech> XF:fdformat-bo  |    Christey> Duplicate of CVE-1999-0315  |    Dik> dup"
CVE-1999-0111,Entry,"RIP v1 is susceptible to spoofing.","MISC:https://www.cve.org/CVERecord?id=CVE-1999-0111   |   XF:rip",,"",""
